book;code;text;never_main;gender
NCSP;JHC10;Rekonstruksjon av analsfinkter uten transplantat;;
NCSP;JHC20;Rekonstruksjon av analsfinkter med muskeltransplantasjon;;
NCSP;JHC30;Rekonstruksjon av analsfinkter med muskeltransposisjon;;
NCSP;JHC40;Anal cerclage;;
NCSP;JHC50;Anal operasjon for analatresi;;
NCSP;JHC60;Transanal submukøs eller intersfinkterisk injeksjon;;
NCSP;JHD00;Analdilatasjon;;
NCSP;JHD10;Myotomi av analsfinkter;;
NCSP;JHD20;Incisjon av analfistel;;
NCSP;JHD30;Inkomplett incisjon av analfistel;;
NCSP;JHD33;Kompletterende incisjon av analfistel;;
NCSP;JHD40;Reseksjon av interne analsfinkter;;
NCSP;JHD50;Eksisjon av analfistel med lapp av slimhinne;;
NCSP;JHD60;Okklusjon av analfistel med kollagen;;
NCSP;JHD63;Okklusjon av analfistel med fibrin;;
NCSP;JHD65;Okklusjon av analfistel med fettvev;;
NCSP;JHD96;Annen incisjon av analsfinkter;;
NCSP;JHE10;Implantasjon av anal sfinkterprotese;;
NCSP;JHE20;Revisjon av anal sfinkterprotese;;
NCSP;JHE30;Fjerning av anal sfinkterprotese;;
NCSP;JHE96;Annen operasjon på anal sfinkterprotese;;
NCMP;JHFE20;Elektromyografi (EMG) av analsfinkter;;
NCMP;JHFM10;Anorektal manometri;;
NCMP;JHGX00;Sakral nevromodulering ved inkontinens;;
NCSP;JHW10;Undersøkelse av anus eller perianalt vev i narkose;;
NCSP;JHW96;Annen operasjon på anus eller perianalt vev;;
NCSP;JJA00;Eksplorasjon av lever;;
NCSP;JJA10;Hepatotomi;;
NCSP;JJA20;Åpen leverbiopsi;;
NCSP;JJA21;Laparoskopisk leverbiopsi;;
NCSP;JJA23;Åpen nålebiopsi av lever;;
NCSP;JJA24;Laparoskopisk nålebiopsi av lever;;
NCSP;JJA30;Fenestrasjon av levercyste;;
NCSP;JJA31;Laparoskopisk fenestrasjon av levercyste;;
NCSP;JJA40;Ekstirpasjon av lesjon i lever;;
NCSP;JJA41;Laparoskopisk ekstirpasjon av lesjon i lever;;
NCSP;JJA43;Destruksjon av lesjon i lever;;
NCSP;JJA44;Laparoskopisk destruksjon av lesjon i lever;;
NCSP;JJA50;Sutur av lever;;
NCSP;JJA96;Annet lokalt inngrep på lever;;
NCSP;JJA97;Annet laparoskopisk lokalt inngrep på lever;;
NCSP;JJB00;Kilereseksjon av lever;;
NCSP;JJB01;Laparoskopisk kilereseksjon av lever;;
NCRP;JJB06A;Nålebiopsi av lever, røntgenveiledet;;
NCRP;JJB06D;Nålebiopsi av lever, CT-veiledet;;
NCRP;JJB06K;Nålebiopsi av lever, ultralydveiledet;;
NCSP;JJB10;Atypisk leverreseksjon;;
NCSP;JJB11;Laparoskopisk atypisk leverreseksjon;;
NCSP;JJB20;Eksisjon av ett leversegment;;
NCSP;JJB21;Laparoskopisk eksisjon av ett leversegment;;
NCSP;JJB30;Eksisjon av to leversegmenter;;
NCSP;JJB31;Laparoskopisk eksisjon av to leversegmenter;;
NCSP;JJB40;Eksisjon av leversegmentene II, III og IV;;
NCSP;JJB41;Laparoskopisk eksisjon av leversegmentene II, III og IV;;
NCSP;JJB50;Eksisjon av leversegmentene V, VI, VII og VIII;;
NCSP;JJB51;Laparoskopisk eksisjon av leversegmentene V, VI, VII og VIII;;
NCSP;JJB53;Eksisjon av leversegmentene IV,V, VI, VII og VIII;;
NCSP;JJB54;Laparosk eksisjon av leversegmentene IV,V, VI, VII og VIII;;
NCSP;JJB60;Annen reseksjon av tre eller flere leversegmenter;;
NCSP;JJB61;Annen laparosk reseksjon av tre eller flere leversegmenter;;
NCSP;JJB96;Annen leverreseksjon;;
NCSP;JJB97;Annen laparoskopisk leverreseksjon;;
NCSP;JJC00;Allogen levertransplantasjon;;
NCSP;JJC10;Allogen partiell levertransplantasjon;;
NCSP;JJC20;Allogen partiell levertransplantasjon fra levende donor;;
NCSP;JJC30;Xenogen levertransplantasjon;;
NCSP;JJC40;Xenogen partiell levertransplantasjon;;
NCSP;JJC50;Reseksjon av levertransplantat;;
NCSP;JJC60;Eksisjon av transplantert lever;;
NCSP;JJC96;Annen levertransplantasjon eller tilhørende operasjon;;
NCMP;JJFX00;Leverfunksj.test m/methacetinbelastn.+analyse av ekspir.luft;;
NCMP;JJGD00;Leverdialyse;;
NCMP;JJGS05;Transjugular leverbiopsi;;
NCRP;JJO10A;Sklerosering av levercyste, røntgenveiledet ;;
NCRP;JJO33K;Radiofrekvensablasjon i lever, ultralydveiledet;;
NCRP;JJO43K;Perkutan destruksjon av lesjon i lever, ultralydveiledet;;
NCRP;JJO46K;Perkutan radiofrekvensablasjon av lesjon i lever, UL-veil;;
NCSP;JJW96;Annen operasjon på lever;;
NCRP;JJW96X;Annen bildeveiledet intervensjon på lever;;
NCSP;JJW97;Annen laparoskopisk operasjon på lever;;
NCSP;JJX00;Perkutan nålebiopsi av lever;;
NCSP;JKA00;Kolecystotomi;;
NCSP;JKA10;Kolecystostomi;;
NCSP;JKA11;Laparoskopisk kolecystostomi;;
NCSP;JKA13;Perkutan kolecystostomi;;
NCSP;JKA20;Kolecystektomi;;
NCSP;JKA21;Laparoskopisk kolecystektomi;;
NCSP;JKA96;Annen operasjon på galleblære;;
NCSP;JKA97;Annen laparoskopisk operasjon på galleblære;;
NCSP;JKB00;Incisjon av gallegang;;
NCSP;JKB01;Laparoskopisk incisjon av gallegang;;
NCSP;JKB11;Laparoskop stenekstr fra gallegang gjennom ductus cysticus;;
NCSP;JKB20;Peroperativ kolangioskopi;;
NCSP;JKB21;Laparoskopisk kolangioskopi;;
NCSP;JKB40;Sutur av gallegang;;
NCSP;JKB96;Annen incisjon eller tilhørende operasjon på gallegang;;
NCSP;JKB97;Annen laparoskopisk incisjon el tilhørende op på gallegang;;
NCSP;JKC00;Incisjon av gallegang med ekstirpasjon av lesjon;;
NCSP;JKC01;Laparoskopisk incisjon av gallegang m/ekstirpasjon av lesjon;;
NCSP;JKC10;Gallegangsreseksjon med anastomose til gallegang;;
NCSP;JKC20;Gallegangsreseksjon med anastomose til duodenum;;
NCSP;JKC30;Gallegangsreseksjon med anastomose til jejunum;;
NCSP;JKC40;Reseksjon av hø eller ve levergang m/anastomose til jejunum;;
NCSP;JKC50;Eksisjon av papilla Vateri med biliointestinal anastomose;;
NCSP;JKC96;Annen eksisjon av gallegang;;
NCSP;JKC97;Annen laparoskopisk eksisjon av gallegang;;
NCSP;JKD00;Anastomose av galleblære til jejunum;;
NCSP;JKD01;Laparoskopisk anastomose av galleblære til jejunum;;
NCSP;JKD10;Anastomose av gallegang til duodenum;;
NCRP;JKD10A;Perkutan transhepatisk galledrenasje (PTD), røntgenveiledet;;
NCRP;JKD10K;Perkutan transhepatisk galledrenasje (PTD), ultralydveiledet;;
NCSP;JKD20;Anastomose av gallegang til jejunum;;
NCSP;JKD30;Extrahepatisk anastomose av hø el ve levergang til jejunum;;
NCSP;JKD40;Anastomose av intrahepatisk gallegang til jejunum;;
NCSP;JKD50;Hepatoportoenterostomi;;
NCSP;JKD96;Annen biliodigestiv anastomose;;
NCSP;JKE00;Transduodenal papillotomi;;
NCSP;JKE02;Transduodenal endoskopisk incisjon av gallegangsostium;;
NCSP;JKE06;Transduodenal sfinkterplastikk;;
NCSP;JKE12;Endoskopisk ekstraksjon av stein fra gallegang;;
NCSP;JKE15;Endoskopisk litotripsi i gallegang;;
NCSP;JKE18;Endoskopisk innlegging av stent i gallegang;;
NCSP;JKE22;Endoskopisk fjerning av fremmedlegeme fra gallegang;;
NCSP;JKE25;Endoskopisk ekstern drenasje av gallegang;;
NCSP;JKE32;Endoskopisk dilatasjon av gallegang;;
NCSP;JKE96;Annen transduodenal op på gallegang eller papilla Vateri;;
NCSP;JKE98;Annet translum endoskopisk op på gallegang el papilla Vateri;;
NCSP;JKF00;Eksisjon av ductus cysticus;;
NCSP;JKF10;Perkutan ekstraksjon av gallestein;;
NCSP;JKF96;Annen sekundær operasjon på galleveier;;
NCSP;JKF97;Annen laparoskopisk sekundær operasjon på galleveier;;
NCMP;JKFM02;Endoskopisk manometri av gallegang;;
NCRP;JKP30A;Dilatasjon av galleveier;;
NCRP;JKP35A;Dilatasjon ved ERCP;;
NCRP;JKQ10A;Perkutan innlegging av stent i galleveier;;
NCRP;JKS10A;Skifte av transhepatisk kateter i galleveiene, røntgenveil.;;
NCRP;JKS10K;Skifte av transhepatisk kateter i galleveiene, ultralydveil.;;
NCSP;JKT00;Ekstrakorporal sjokkbølgelitotripsi i galleblære;;
NCSP;JKT10;Ekstrakorporal sjokkbølgelitotripsi i gallegang;;
NCSP;JKW96;Annen operasjon på galleveier;;
NCRP;JKW96X;Annen bildeveiledet intervensjon på galleveier;;
NCSP;JKW97;Annen laparoskopisk operasjon på galleveier;;
NCSP;JKW98;Annet transluminalt endoskopisk inngrep på galleveier;;
NCSP;JLA00;Eksplorasjon av pancreas;;
NCSP;JLA10;Biopsi av pancreas;;
NCSP;JLA20;Åpen nålebiopsi av pancreas;;
NCSP;JLA21;Laparoskopisk nålebiopsi av pancreas;;
NCSP;JLB00;Incisjon av pancreas;;
NCRP;JLB06K;Nålebiopsi av pancreas, ultralydveiledet;;
NCSP;JLB10;Pankreatikolitotomi;;
NCSP;JLB12;Transduodenal endoskopisk incisjon av pankreasostium;;
NCSP;JLB22;Transduodenal endoskopisk steinekstraksjon fra pankreasgang;;
NCSP;JLB25;Transduodenal endoskopisk litotripsi i pankreasgang;;
NCSP;JLB28;Endoskopisk innlegging av stent i pancreasgang;;
NCSP;JLB35;Transduod endoskop fjerning fremmedlegeme fra pancreasgang;;
NCSP;JLB38;Endoskopisk ekstern drenasje av pankreasgang;;
NCSP;JLB42;Transduodenal endoskopisk dilatasjon av pankreasgang;;
NCSP;JLB96;Annen incisjon, drenasje eller dilatasjon av pancreas;;
NCSP;JLB98;Annen transduod endoskop incisjon/drenasje/dilatasjon pancr;;
NCSP;JLC00;Lokal ekstirpasjon i pancreas;;
NCSP;JLC10;Distal pankreasreseksjon;;
NCSP;JLC11;Laparoskopisk distal pancreasreseksjon;;
NCSP;JLC20;Total pankreatektomi;;
NCSP;JLC30;Pankreatoduodenektomi;;
NCSP;JLC31;Laparoskopisk pankreatoduodenektomi;;
NCSP;JLC40;Total pankreatoduodenektomi;;
NCSP;JLC50;Atypisk pankreasreseksjon;;
NCSP;JLC96;Annet reseksjonsinngrep på pancreas;;
NCSP;JLD00;Pankreatikojejunostomi;;
NCSP;JLD10;Anastomose av pancreas pseudocyste til ventrikkel;;
NCSP;JLD12;Endoskopisk drenasje av pancreas pseudocyste;;
NCSP;JLD20;Anastomose av pancreas pseudocyste til jejunum;;
NCRP;JLD20A;Perkut.drenasje pseudocyste el abscess i pancreas,rtg.veil;;
NCRP;JLD20D;Perkut.drenasje av pseudocyste el abscess i pancreas,CT-veil;;
NCRP;JLD20K;Perkutan drenasje av pseudocyste/abscess i pancreas, UL-veil;;
NCSP;JLD22;Endoskopisk drenasje av pancreas pseudocyste til jejunum;;
NCSP;JLE00;Allogen tot pancreastransplantasjon m/pancreaticocystostomi;;
NCSP;JLE03;Allogen tot pancreastransplantasjon m/pancreaticoenterostomi;;
NCSP;JLE10;Allogen segmental pankreastransplantasjon;;
NCSP;JLE16;Allogen segmental pankreastransplantasjon fra levende donor;;
NCSP;JLE20;Allogen øycelletransplantasjon;;
NCSP;JLE30;Xenogen øycelletransplantasjon;;
NCSP;JLE40;Eksisjon av transplantert pancreas;;
NCSP;JLE50;Okklusjon av transplantert pankreasgang;;
NCSP;JLE56;Konvertering pancreaticocystostomi til pancr-enterostomi;;
NCSP;JLE96;Annen pankreastransplantasjon eller tilhørende operasjon;;
NCMP;JLFM02;Endoskopisk manometri av pankreasgang;;
NCRP;JLS20A;Skifte av kateter i pankreas v/pseudocyste/abscess, rtg.veil;;
NCRP;JLS20K;Skifte av kateter i pankreas v/pseudocyste/abscess, UL-veil;;
NCSP;JLT00;Ekstrakorporal sjokkbølgelitotripsi i pankreasgang;;
NCSP;JLW96;Annen operasjon på pancreas;;
NCRP;JLW96X;Annen bildeveiledet intervensjon på pancreas;;
NCSP;JLW97;Annen laparoskopisk operasjon på pancreas;;
NCSP;JLW98;Annet transluminalt endoskopisk inngrep på pancreas;;
NCSP;JMA00;Miltreseksjon;;
NCSP;JMA10;Transabdominal splenektomi;;
NCSP;JMA11;Laparoskopisk splenektomi;;
NCSP;JMA20;Transtorakal splenektomi;;
NCSP;JMB00;Biopsi av milt;;
NCSP;JMB01;Laparoskopisk biopsi av milt;;
NCRP;JMB06K;Nålebiopsi av milt, ultralydveiledet;;
NCSP;JMB10;Rekonstruksjon av milt;;
NCSP;JMW96;Annen operasjon på milt;;
NCRP;JMW96X;Annen bildeveiledet intervensjon på milt;;
NCSP;JMW97;Annen laparoskopisk operasjon på milt;;
NCSP;JMX00;Nålebiopsi av milt;;
NCSP;JUC02;Rigid øsofagoskopi;;
NCSP;JUC05;Rigid øsofagoskopi med biopsi;;
NCSP;JUC12;Fleksibel øsofagoskopi;;
NCSP;JUC15;Fleksibel øsofagoskopi med biopsi;;
NCSP;JUD02;Gastroskopi;;
NCSP;JUD05;Gastroskopi med biopsi;;
NCSP;JUF02;Peroral enteroskopi;;
NCSP;JUF05;Peroral enteroskopi med biopsi;;
NCSP;JUF12;Enteroskopi gjennom intestinalt stoma;;
NCSP;JUF15;Enteroskopi med biopsi gjennom intestinalt stoma;;
NCSP;JUF22;Peroperativ enteroskopi;;
NCSP;JUF25;Peroperativ enteroskopi med biopsi;;
NCSP;JUF32;Koloskopi;;
NCSP;JUF35;Koloskopi med biopsi;;
NCSP;JUF42;Fleksibel sigmoidoskopi;;
NCSP;JUF45;Fleksibel sigmoidoskopi med biopsi;;
NCSP;JUF82;Peranal enteroskopi;;
NCSP;JUF85;Peranal enteroskopi med biopsi;;
NCSP;JUG02;Rektoskopi;;
NCSP;JUG05;Rektoskopi med biopsi;;
NCSP;JUH02;Anoskopi;;
NCSP;JUK02;ERCP;;
NCSP;JUK05;ERCP med biopsi;;
NCSP;JUK12;Peroral kolangioskopi;;
NCSP;JUK15;Peroral kolangioskopi med biopsi;;
NCSP;JUK22;Antegrad kolangioskopi;;
NCSP;JUK25;Antegrad kolangioskopi med biopsi;;
NCSP;JUK32;Antegrad kolecystoskopi;;
NCSP;JUK35;Antegrad kolecystoskopi med biopsi;;
NCSP;JUK42;Peroral pankreatikoskopi;;
NCSP;JUK45;Peroral pankreatikoskopi med biopsi;;
NCSP;JUX02;Kapselendoskopi av tynntarm;;
NCSP;JWA00;Reoperasjon for sårruptur ved gastroenterologisk kirurgi;;
NCSP;JWB00;Reop for overfladisk infeksjon v/gastroenterologisk kirurgi;;
NCSP;JWC00;Reoperasjon for dyp infeksjon ved gastroenterologisk kirurgi;;
NCSP;JWC01;Perkutan endoskop reop for dyp inf v/gastroenterologisk kir;;
NCSP;JWD00;Reop for overfladisk blødning ved gastroenterologisk inngrep;;
NCSP;JWE00;Reoperasjon for dyp blødning ved gastroenterologisk kirurgi;;
NCSP;JWE01;Perk endoskop reop for dyp blødning v/gastroenterologisk kir;;
NCSP;JWE02;Translum endoskop reop dyp blødning v/gastroenterologisk kir;;
NCSP;JWF00;Reop insuff av anastomose el sutur v/gastroenterologisk kir;;
NCSP;JWF01;Perkutan endoskop reop insuff av anastomose/sutur v/G-E kir;;
NCSP;JWW96;Annen reoperasjon ved gastroenterologisk kirurgi;;
NCSP;JWW97;Annen perkutan endoskopisk reoperasjon ved G-E kirurgi;;
NCSP;JWW98;Annen transluminal endoskopisk reoperasjon ved G-E kirurgi;;
NCSP;JXA00;Intralesjon eks av omfat tumor i bukv u/def utgpkt i JA-gr;;
NCSP;JXA03;Marg eks av omfat tumor i bukv u/def utgpkt i JA-gr;;
NCRP;JXA05K;Endoskop. UL m/finnålsaspirasjonscytol fra fordøyelsesorg;;
NCSP;JXA06;Vid eks av omfat tumor i bukv u/def utgpkt i JA-gr;;
NCSP;JXA10;Intrlesj eks av omfat tum i bukh u/def utgpkt totgnsgr kap J;;
NCSP;JXA13;Marg eks av omfat tum i bukh u/def utgpkt i totgnsgr kap J;;
NCSP;JXA16;Vid eks av omfat tum i bukh u/def utgpkt i totgnsgr kap J;;
NCRP;JXB06D;Perkutan biopsi av tarmtumor, CT-veiledet;;
NCRP;JXB06K;Perkutan biopsi av tarmtumor, ultralydveiledet;;
NCMP;JXFM00;Trykkmåling i gastrointestinaltraktus;;
NCRP;JXO33K;Radiofrekvensablasjon i abdomen;;
NCRP;JXO36K;Perkutan radiofrekvensablasjon i abdomen;;
NCRP;JXW00K;Fokusert ultralydbehandling av abdomen;;
NCRP;JXW10K;Fokusert ultralydbehandling av bekkenet;;
NCSP;JXW96;Annen gastroenterologisk undersøkelse;;
NCRP;JXW96X;Annen bildeveiledet intervensjon på fordøyelsesorganer;;
NCSP;JXW97;Annen laparoskopisk gastroenterologisk undersøkelse;;
NCSP;JXW98;Ann gastroenterologisk unders under transluminal endoskopi;;
NCSP;JXW99;Annet mindre inngrep på fordøyelsesorganene;;
NCSP;KAA00;Eksplorasjon av nyre;;
NCRP;KAA00A;Punksjon av nyre eller nyrebekken, røntgenveiledet;;
NCRP;KAA00K;Punksjon av nyre eller nyrebekken, ultralydveiledet;;
NCSP;KAA01;Perkutan endoskopisk eksplorasjon av nyre;;
NCRP;KAA03K;Aspirasjonscytologi fra nyre eller nyrebekken, ultralydveil.;;
NCSP;KAA20;Eksplorativ nefrotomi;;
NCSP;KAA21;Perkutan endoskopisk eksplorativ nefrotomi;;
NCSP;KAA30;Eksplorativ pyelotomi;;
NCSP;KAA31;Perkutan nefroskopi;;
NCSP;KAA96;Annen eksplorasjon av nyre eller nyrebekken;;
NCSP;KAA97;Annen perkutan endoskopi av nyre eller nyrebekken;;
NCSP;KAB00;Biopsi av nyre eller nyrebekken;;
NCSP;KAB01;Perkutan endoskopisk biopsi av nyre eller nyrebekken;;
NCRP;KAB06K;Nålebiopsi av nyre eller nyrebekken, ultralydveiledet;;
NCSP;KAC00;Nefrektomi;;
NCSP;KAC01;Perkutan endoskopisk nefrektomi;;
NCSP;KAC20;Nefroureterektomi;;
NCSP;KAC21;Perkutan endoskopisk nefroureterektomi;;
NCSP;KAD00;Nyrereseksjon;;
NCRP;KAD00A;Perkutan nefrostomi, røntgenveiledet;;
NCRP;KAD00K;Perkutan nefrostomi, ultralydveiledet;;
NCSP;KAD01;Perkutan endoskopisk nyrereseksjon;;
NCSP;KAD10;Heminefrektomi;;
NCSP;KAD11;Perkutan endoskopisk heminefrektomi;;
NCRP;KAD20K;Perkutan drenasje av nyrecyste, ultralydveiledet;;
NCRP;KAD23K;Perkutan drenasje av nyreabscess, ultralydveiledet;;
NCSP;KAD40;Reseksjon av nyrebekken;;
NCSP;KAD41;Perkutan endoskopisk reseksjon av nyrebekken;;
NCSP;KAD50;Destruksjon av nyrebekkentumor;;
NCSP;KAD51;Perkutan endoskopisk destruksjon av nyrebekkentumor;;
NCSP;KAD52;Retrograd ureteronefroskopisk destruksjon av nyrebekkentumor;;
NCSP;KAD56;Destruksjon av lesjon i nyreparenkym;;
NCSP;KAD60;Perkutan destruksjon av lesjon i nyreparenkym;;
NCSP;KAD96;Annen reseksjon av nyre eller nyrebekken;;
NCRP;KAD96X;Annen bildeveiledet ekstern drenasje av nyrebekken;;
NCSP;KAD97;Ann perkut endoskop reseksjon/destruksjon av nyre/nyrebekken;;
NCSP;KAD98;Annen transluminal endoskopisk reseksjon av nyrebekken;;
NCSP;KAE00;Nefrolitotomi;;
NCSP;KAE01;Nefroskopisk nefrolitotomi;;
NCSP;KAE10;Pyelolitotomi;;
NCSP;KAE11;Nefroskopisk pyelolitotomi;;
NCSP;KAE12;Retrograd ureterorenoskopisk pyelolitotripsi;;
NCSP;KAE96;Annen fjerning av stein fra nyre eller nyrebekken;;
NCSP;KAE97;Ann perkut endoskop fjerning av stein fra nyre/nyrebekken;;
NCSP;KAE98;Ann translum endoskop fjerning av stein fra nyre/nyrebekken;;
NCSP;KAF00;Fjerning av fremmedlegeme fra nyre;;
NCSP;KAF01;Perkutan endoskopisk fjerning av fremmedlegeme fra nyre;;
NCSP;KAF10;Fjerning av fremmedlegeme fra nyrebekken;;
NCSP;KAF11;Perkutan endoskop fjerning av fremmedlegeme fra nyrebekken;;
NCSP;KAF12;Translum endoskop fjerning av fremmedlegeme fra nyrebekken;;
NCMP;KAFF00;Flowmåling ved dialyse;;
NCMP;KAFM00;Urodynamisk undersøkelse av nyrebekken;;
NCMP;KAFX00;Glomerulær filtrasjonsrate ved Iohexolmåling;;
NCMP;KAFX10;Tubulær konsentrasjonsevne;;
NCMP;KAGD40;Hemodialyse, kronisk;;
NCMP;KAGD46;Hemofiltrasjon;;
NCMP;KAGD47;Hemodialyse, akutt;;
NCMP;KAGD48;Plasmautskifting;;
NCSP;KAH00;Sutur av nyre;;
NCSP;KAH01;Perkutan endoskopisk sutur av nyre;;
NCSP;KAH10;Sutur av nyrebekken;;
NCSP;KAH11;Perkutan endoskopisk sutur av nyrebekken;;
NCSP;KAH30;Nyrebekken-ureterplastikk u/deling nyrebekken-ureterovergang;;
NCSP;KAH31;Perk endosk pelvis-ureterplastikk u/deling pelvis-ureterovrg;;
NCSP;KAH40;Nyrebekken-ureterplastikk m/deling nyrebekken-ureterovergang;;
NCSP;KAH41;Perk endosk pelvis-ureterplastikk m/deling pelvis-ureterovrg;;
NCSP;KAH50;Ureterocalycostomi;;
NCSP;KAH51;Perkutan endoskopisk ureterocalycostomi;;
NCSP;KAH54;Perkutan endoskopisk incisjon eller dilatasjon av calyxhals;;
NCSP;KAH55;Retrograd ureterorenoskop incisjon el dilatasjon calyxhals;;
NCSP;KAH61;Perkutan endoskopisk incisjon av nyrebekken-ureterovergang;;
NCSP;KAH62;Endopyelotomi;;
NCSP;KAH70;Adheranseløsning i nyrebekken-ureterovergang;;
NCSP;KAH71;Perkutan endosk adheranseløsning i nyrebekken-ureterovergang;;
NCSP;KAH80;Nefropeksi;;
NCSP;KAH81;Perkutan endoskopisk nefropeksi;;
NCSP;KAH96;Annen rekonstruksjon av nyre eller nyrebekken;;
NCSP;KAH97;Annen perkut endosk rekonstruksjon av nyre eller nyrebekken;;
NCSP;KAH98;Annen translum endosk rekonstruksjon av nyre el nyrebekken;;
NCSP;KAJ00;Nefrostomi;;
NCSP;KAJ01;Perkutan endoskopisk nefrostomi;;
NCSP;KAJ02;Retrograd ureteronefroskopisk nefrostomi;;
NCSP;KAJ96;Annen ekstern drenasje av nyrebekken;;
NCSP;KAJ97;Annen perkutan endoskopisk ekstern drenasje av nyrebekken;;
NCSP;KAJ98;Annen translum endoskopisk ekstern drenasje av nyrebekken;;
NCRP;KAO10A;Sklerosering av nyrecyste, røntgenveiledet;;
NCSP;KAS00;Autotransplantasjon av nyre;;
NCRP;KAS00A;Skifte av nefrostomikateter, røntgenveiledet;;
NCRP;KAS00K;Skifte av nefrostomikateter, ultralydveiledet;;
NCSP;KAS01;Autotransplantasjon av nyre med minimalt invasiv teknikk;;
NCSP;KAS10;Transplantasjon av nyre fra avdød donor;;
NCSP;KAS11;Transplantasjon nyre avdød donor minimalt invasiv teknikk;;
NCSP;KAS20;Allogen transplantasjon av nyre fra levende donor;;
NCRP;KAS20A;Skifte av kateter i nyre, røntgenveiledet;;
NCRP;KAS20K;Skifte av kateter i nyre, ultralydveiledet;;
NCSP;KAS21;Allogen transplant nyre levende donor minimalt invasiv tekn;;
NCSP;KAS40;Eksisjon av transplantert nyre;;
NCSP;KAS41;Perkutan endoskopisk eksisjon av transplantert nyre;;
NCSP;KAS50;Nefrocystostomi på transplantert nyre;;
NCSP;KAS60;Operasjon for lymfocele i transplantert nyre;;
NCSP;KAS61;Perkutan endoskopisk op for lymfocele i transplantert nyre;;
NCSP;KAS96;Annet inngrep ved nyretransplantasjon;;
NCSP;KAS97;Annet perkutant endoskopisk inngrep ved nyretransplantasjon;;
NCSP;KAT00;Ekstrakorporal sjokkbølgelitotripsi i nyrebekken;;
NCSP;KAW96;Annen operasjon på nyre eller nyrebekken;;
NCRP;KAW96X;Annen bildeveiledet intervensjon på nyre eller nyrebekken;;
NCSP;KAW97;Annen perkutan endoskopisk op på nyre eller nyrebekken;;
NCSP;KAW98;Annen transluminal endoskopisk op på nyre eller nyrebekken;;
NCSP;KBA00;Eksplorasjon av ureter;;
NCSP;KBA01;Perkutan nefroureteroskopi;;
NCSP;KBA10;Eksplorativ ureterotomi;;
NCSP;KBA11;Perkutan endoskopisk eksplorativ ureterotomi;;
NCSP;KBA96;Annen eksplorasjon av ureter;;
NCSP;KBA97;Annen perkutan endoskopi el endoskopisk incisjon av ureter;;
NCSP;KBB00;Biopsi av ureter;;
NCSP;KBB01;Perkutan endoskopisk biopsi av ureter;;
NCSP;KBC00;Ureterektomi;;
NCSP;KBC01;Perkutan endoskopisk ureterektomi;;
NCSP;KBD00;Reseksjon av ureter;;
NCSP;KBD01;Perkutan endoskopisk reseksjon av ureter;;
NCSP;KBD20;Destruksjon av tumor i ureter;;
NCSP;KBD21;Perkutan endoskopisk destruksjon av tumor i ureter;;
NCSP;KBD22;Retrograd ureteroskopisk destruksjon av tumor i ureter;;
NCSP;KBD30;Eksisjon av ureterstump;;
NCSP;KBD31;Perkutan endoskopisk eksisjon av ureterstump;;
NCSP;KBD96;Annen reseksjon av ureter el destruksjon av tumor i ureter;;
NCSP;KBD97;Annen perkut endosk reseksj ureter el destr av uretertumor;;
NCSP;KBE00;Ureterolitotomi;;
NCSP;KBE01;Perkutan endoskopisk ureterolitotomi;;
NCSP;KBE12;Transluminal endoskopisk ekstraksjon av ureterstein;;
NCSP;KBE22;Transluminal endoskopisk dislokasjon av innkilt ureterstein;;
NCSP;KBE96;Annen operasjon for ureterstein;;
NCSP;KBE97;Annen perkutan endoskopisk operasjon for ureterstein;;
NCSP;KBE98;Annen transluminal endoskopisk operasjon for ureterstein;;
NCSP;KBF00;Fjerning av fremmedlegeme fra ureter;;
NCSP;KBF01;Perkutan endoskopisk fjerning av fremmedlegeme fra ureter;;
NCSP;KBF02;Translum endoskopisk fjerning av fremmedlegeme fra ureter;;
NCMP;KBFM00;Urodynamisk undersøkelse av ureter;;
NCSP;KBH00;Sutur av ureter;;
NCSP;KBH01;Perkutan endoskopisk sutur av ureter;;
NCSP;KBH06;Ureteroureterostomi;;
NCSP;KBH10;Kontralateral ureteroureterostomi;;
NCSP;KBH20;Reimplantasjon av ureter;;
NCSP;KBH21;Perkutan endoskopisk reimplantasjon av ureter;;
NCSP;KBH30;Rekonstruksjon av ureter med interposisjon av ileum;;
NCSP;KBH40;Plastisk rekonstruksjon av ureter;;
NCSP;KBH45;Endoureterotomi;;
NCSP;KBH50;Ureterolyse;;
NCSP;KBH51;Perkutan endoskopisk ureterolyse;;
NCSP;KBH62;Transluminal endoskopisk dilatasjon av ureter;;
NCSP;KBH96;Annen rekonstruksjon eller anastomose av ureter;;
