code;text
D11AA;Antihidrotika                                     
D11AC;Medisinske sjampoer                               
D11AC01;cetrimon                                          
D11AC02;kadmiumforbindelser                               
D11AC03;selenforbindelser                                 
D11AC06;povidon, jodert
D11AC08;svovelforbindelser                                
D11AC09;xenysalat                                         
D11AC30;andre medisinske sjampoer                         
D11AE;Androgener til lokalt bruk                        
D11AE01;metandienon                                       
D11AF;Vorte- og hudetsende midler                        
D11AH;Midler ved dermatitt, unntatt kortikosteroider
D11AH01;tacrolimus                                        
D11AH02;pimecrolimus
D11AH03;natriumkromoglikat
D11AH04;alitretinoin
D11AH05;dupilumab
D11AX;Diverse dermatologiske midler                      
D11AX01;minoxidil                                         
D11AX02;gamolensyre                                       
D11AX03;kalsiumglukonat                                   
D11AX04;litiumsuksinat                                    
D11AX05;magnesiumsulfat                                   
D11AX06;mekinol                                           
D11AX08;tiratrikol                                        
D11AX09;oksaseprol                                        
D11AX10;finasterid                                        
D11AX11;hydrokinon                                        
D11AX12;pyritionsink                                      
D11AX13;monobenzon                                        
D11AX16;eflornitin
D11AX18;diklofenak
D11AX21;brimonidin
D11AX22;ivermektin
D11AX23;kaliumaminobenzoat
D11AX24;desoksykolsyre
D11AX52;gamolensyre, kombinasjon                          
D11AX57;kollagen, kombinasjoner                           
G;Urogenitalsystem og kjønnshormoner              
G01;Antiinfektiva og antiseptika til gynekologisk bruk
G01A;Antiinfektiva og antiseptika unntatt kombinasjoner med kortikosteroider
G01AA;Antibiotika                                       
G01AA01;nystatin                                          
G01AA02;natamycin                                         
G01AA03;amfotericin B                                     
G01AA04;candicidin                                        
G01AA05;kloramfenikol                                     
G01AA06;hachimycin                                        
G01AA07;oksytetracyklin                                   
G01AA08;karfecillin                                       
G01AA09;mepartricin                                       
G01AA10;klindamycin                                       
G01AA11;pentamycin                                        
G01AA51;nystatin, kombinasjoner                            
G01AB;Arsenpreparater                                   
G01AB01;acetarsol                                         
G01AC;Kinolinderivater                                  
G01AC01;dijodoksykinolin                                  
G01AC02;kliokinol                                         
G01AC03;klorkinaldol                                      
G01AC05;dekvalon                                          
G01AC06;broxikinolin                                      
G01AC30;oksykinolin                                       
G01AD;Organiske syrer                                   
G01AD01;melkesyre                                         
G01AD02;eddiksyre                                         
G01AD03;askorbinsyre                                      
G01AE;Sulfonamider                                      
G01AE01;sulfatolamid                                      
G01AE10;kombinasjoner av sulfonamider                     
G01AF;Imidazolderivater                                 
G01AF01;metronidazol                                      
G01AF02;klotrimazol                                       
G01AF04;mikonazol                                         
G01AF05;ekonazol                                          
G01AF06;ornidazol                                         
